Country,Country.Region,animals,Taxon,Feed_tonnes_mean,sd,crop,scenario,plot_id
United States of America,USA,sheep,Meat,170120.61,0,maize,Current,4
Afghanistan,Middle East,sheep,Meat,12170.3,0,maize,Current,4
Algeria,Northern Africa,sheep,Meat,489719.79,0,maize,Current,4
American Samoa,Island nation,sheep,Meat,0,0,maize,Current,4
Angola,Central Africa,sheep,Meat,1180.98,0,maize,Current,4
Antigua and Barbuda,Caribbean,sheep,Meat,0.45,0,maize,Current,4
Argentina,South America,sheep,Meat,16865.46,0,maize,Current,4
Armenia,East Europe and CIS,sheep,Meat,2127.3,0,maize,Current,4
Azerbaijan,Middle East,sheep,Meat,8808.89,0,maize,Current,4
Bahamas,Caribbean,sheep,Meat,2.88,0,maize,Current,4
Bahrain,Middle East,sheep,Meat,13455.54,0,maize,Current,4
Bangladesh,Middle East,sheep,Meat,1276.65,0,maize,Current,4
Barbados,Caribbean,sheep,Meat,417.3,0,maize,Current,4
Belarus,East Europe and CIS,sheep,Meat,693.6,0,maize,Current,4
Belize,Central America,sheep,Meat,93.16,0,maize,Current,4
Benin,Western Africa,sheep,Meat,5822.88,0,maize,Current,4
Bhutan,Middle East,sheep,Meat,71.98,0,maize,Current,4
Bolivia (Plurinational State of),South America,sheep,Meat,3736.26,0,maize,Current,4
Botswana,Southern Africa,sheep,Meat,30.96,0,maize,Current,4
Brazil,South America,sheep,Meat,69445.58,0,maize,Current,4
British Virgin Islands,Caribbean,sheep,Meat,98.82,0,maize,Current,4
Brunei Darussalam,Southern Asia,sheep,Meat,0,0,maize,Current,4
Burkina Faso,Western Africa,sheep,Meat,0,0,maize,Current,4
Burundi,Eastern Africa,sheep,Meat,610.2,0,maize,Current,4
Cote d'Ivoire,Western Africa,sheep,Meat,1546.24,0,maize,Current,4
Cabo Verde,Western Africa,sheep,Meat,35.67,0,maize,Current,4
Cambodia,Southern Asia,sheep,Meat,0,0,maize,Current,4
Cameroon,Central Africa,sheep,Meat,13405,0,maize,Current,4
Central African Republic,Central Africa,sheep,Meat,0,0,maize,Current,4
Chad,Central Africa,sheep,Meat,440.8,0,maize,Current,4
Chile,South America,sheep,Meat,7261.9,0,maize,Current,4
"China, Hong Kong SAR",Eastern Asia,sheep,Meat,0,0,maize,Current,4
"China, Macao SAR",Eastern Asia,sheep,Meat,0,0,maize,Current,4
"China, mainland",China,sheep,Meat,3466805.28,0,maize,Current,4
"China, Taiwan Province of",China,sheep,Meat,0,0,maize,Current,4
Colombia,South America,sheep,Meat,2700.6,0,maize,Current,4
Comoros,Eastern Africa,sheep,Meat,45.9,0,maize,Current,4
Congo,Central Africa,sheep,Meat,0,0,maize,Current,4
Cook Islands,Island nation,sheep,Meat,0,0,maize,Current,4
Costa Rica,Central America,sheep,Meat,13.8,0,maize,Current,4
Cuba,Caribbean,sheep,Meat,13955.73,0,maize,Current,4
Cyprus,Western Asia,sheep,Meat,5581.38,0,maize,Current,4
Democratic People's Republic of Korea,Eastern Asia,sheep,Meat,723.84,0,maize,Current,4
Democratic Republic of the Congo,Central Africa,sheep,Meat,949.2,0,maize,Current,4
Djibouti,Eastern Africa,sheep,Meat,1102.5,0,maize,Current,4
Dominica,Caribbean,sheep,Meat,0.63,0,maize,Current,4
Dominican Republic,Caribbean,sheep,Meat,1349.92,0,maize,Current,4
Ecuador,South America,sheep,Meat,2757,0,maize,Current,4
Egypt,Northern Africa,sheep,Meat,164622.25,0,maize,Current,4
El Salvador,Central America,sheep,Meat,117.45,0,maize,Current,4
Equatorial Guinea,Central Africa,sheep,Meat,33.6,0,maize,Current,4
Eritrea,Eastern Africa,sheep,Meat,3219.3,0,maize,Current,4
Ethiopia,Eastern Africa,sheep,Meat,12993.48,0,maize,Current,4
Falkland Islands (Malvinas),South America,sheep,Meat,537.84,0,maize,Current,4
Fiji,Island nation,sheep,Meat,0.48,0,maize,Current,4
French Guiana,South America,sheep,Meat,1.66,0,maize,Current,4
French Polynesia,Island nation,sheep,Meat,3.75,0,maize,Current,4
Gabon,Central Africa,sheep,Meat,905.22,0,maize,Current,4
Gambia,Western Africa,sheep,Meat,222.64,0,maize,Current,4
Georgia,Western Asia,sheep,Meat,1493.89,0,maize,Current,4
Ghana,Western Africa,sheep,Meat,31699.36,0,maize,Current,4
Grenada,Caribbean,sheep,Meat,326.8,0,maize,Current,4
Guadeloupe,Caribbean,sheep,Meat,97.2,0,maize,Current,4
Guam,Island nation,sheep,Meat,0,0,maize,Current,4
Guatemala,Central America,sheep,Meat,3581.73,0,maize,Current,4
Guinea,Western Africa,sheep,Meat,5805.86,0,maize,Current,4
Guinea-Bissau,Western Africa,sheep,Meat,6.71,0,maize,Current,4
Guyana,South America,sheep,Meat,537.6,0,maize,Current,4
Haiti,Caribbean,sheep,Meat,81.62,0,maize,Current,4
Honduras,Central America,sheep,Meat,69.42,0,maize,Current,4
India,Southern Asia,sheep,Meat,81126.3,0,maize,Current,4
Indonesia,Southern Asia,sheep,Meat,45239.13,0,maize,Current,4
Iran (Islamic Republic of),Middle East,sheep,Meat,180552.7,0,maize,Current,4
Iraq,Middle East,sheep,Meat,35665.28,0,maize,Current,4
Israel,Middle East,sheep,Meat,13717.54,0,maize,Current,4
Jamaica,Caribbean,sheep,Meat,93.8,0,maize,Current,4
Japan,Eastern Asia,sheep,Meat,517,0,maize,Current,4
Jordan,Western Asia,sheep,Meat,41941.65,0,maize,Current,4
Kazakhstan,East Europe and CIS,sheep,Meat,24536.17,0,maize,Current,4
Kenya,Eastern Africa,sheep,Meat,1617.91,0,maize,Current,4
Kiribati,Island nation,sheep,Meat,0,0,maize,Current,4
Kuwait,Western Asia,sheep,Meat,38732.95,0,maize,Current,4
Kyrgyzstan,East Europe and CIS,sheep,Meat,23468.16,0,maize,Current,4
Lao People's Democratic Republic,Southern Asia,sheep,Meat,0,0,maize,Current,4
Lebanon,Middle East,sheep,Meat,12821.01,0,maize,Current,4
Lesotho,Southern Africa,sheep,Meat,46.78,0,maize,Current,4
Liberia,Western Africa,sheep,Meat,355.68,0,maize,Current,4
Libya,Northern Africa,sheep,Meat,34849.6,0,maize,Current,4
Madagascar,Eastern Africa,sheep,Meat,53.28,0,maize,Current,4
Malawi,Eastern Africa,sheep,Meat,2428.91,0,maize,Current,4
Malaysia,Southern Asia,sheep,Meat,1140.72,0,maize,Current,4
Mali,Western Africa,sheep,Meat,10486.17,0,maize,Current,4
Martinique,Caribbean,sheep,Meat,76.14,0,maize,Current,4
Mauritania,Western Africa,sheep,Meat,0,0,maize,Current,4
Mauritius,Eastern Africa,sheep,Meat,200.1,0,maize,Current,4
Mexico,Central America,sheep,Meat,57548.4,0,maize,Current,4
Micronesia (Federated States of),Island nation,sheep,Meat,0,0,maize,Current,4
Mongolia,Eastern Asia,sheep,Meat,0,0,maize,Current,4
Montserrat,Caribbean,sheep,Meat,34.02,0,maize,Current,4
Morocco,Northern Africa,sheep,Meat,33471.9,0,maize,Current,4
Mozambique,Eastern Africa,sheep,Meat,1182.15,0,maize,Current,4
Myanmar,Southern Asia,sheep,Meat,2653.29,0,maize,Current,4
Namibia,Southern Africa,sheep,Meat,363.2,0,maize,Current,4
Nauru,Island nation,sheep,Meat,0,0,maize,Current,4
Nepal,Southern Asia,sheep,Meat,3499.61,0,maize,Current,4
Nicaragua,Central America,sheep,Meat,1.14,0,maize,Current,4
Niger,Western Africa,sheep,Meat,0,0,maize,Current,4
Nigeria,Western Africa,sheep,Meat,107507.94,0,maize,Current,4
Niue,Island nation,sheep,Meat,0,0,maize,Current,4
Occupied Palestinian Territory,Middle East,sheep,Meat,9916.72,0,maize,Current,4
Oman,Middle East,sheep,Meat,0,0,maize,Current,4
Pakistan,Middle East,sheep,Meat,18599.87,0,maize,Current,4
Panama,Central America,sheep,Meat,0,0,maize,Current,4
Papua New Guinea,Island nation,sheep,Meat,6.16,0,maize,Current,4
Paraguay,South America,sheep,Meat,224.5,0,maize,Current,4
Peru,South America,sheep,Meat,58953.4,0,maize,Current,4
Philippines,Southern Asia,sheep,Meat,224.77,0,maize,Current,4
Puerto Rico,Central America,sheep,Meat,20.48,0,maize,Current,4
Qatar,Middle East,sheep,Meat,7172.04,0,maize,Current,4
R'union,Eastern Africa,sheep,Meat,3.6,0,maize,Current,4
Republic of Korea,Eastern Asia,sheep,Meat,33.9,0,maize,Current,4
Republic of Moldova,East Europe and CIS,sheep,Meat,10889.9,0,maize,Current,4
Russian Federation,East Europe and CIS,sheep,Meat,75112.4,0,maize,Current,4
Rwanda,Eastern Africa,sheep,Meat,0,0,maize,Current,4
Saint Kitts and Nevis,Central America,sheep,Meat,0.4,0,maize,Current,4
Saint Lucia,Central America,sheep,Meat,0,0,maize,Current,4
Saint Vincent and the Grenadines,Caribbean,sheep,Meat,73.98,0,maize,Current,4
Samoa,Island nation,sheep,Meat,0,0,maize,Current,4
Sao Tome and Principe,Central Africa,sheep,Meat,0.07,0,maize,Current,4
Saudi Arabia,Middle East,sheep,Meat,121568.4,0,maize,Current,4
Senegal,Western Africa,sheep,Meat,397.92,0,maize,Current,4
Seychelles,Eastern Africa,sheep,Meat,0,0,maize,Current,4
Sierra Leone,Western Africa,sheep,Meat,139.23,0,maize,Current,4
Singapore,Southern Asia,sheep,Meat,26.97,0,maize,Current,4
Solomon Islands,Island nation,sheep,Meat,0,0,maize,Current,4
Somalia,Eastern Africa,sheep,Meat,22535.1,0,maize,Current,4
South Africa,Southern Africa,sheep,Meat,133690.83,0,maize,Current,4
South Sudan,Eastern Africa,sheep,Meat,55966.5,0,maize,Current,4
Sri Lanka,Southern Asia,sheep,Meat,33.06,0,maize,Current,4
Sudan,Northern Africa,sheep,Meat,2194.98,0,maize,Current,4
Suriname,South America,sheep,Meat,15.6,0,maize,Current,4
Swaziland,Southern Africa,sheep,Meat,196.52,0,maize,Current,4
Syrian Arab Republic,Middle East,sheep,Meat,130598.86,0,maize,Current,4
Tajikistan,East Europe and CIS,sheep,Meat,11577.88,0,maize,Current,4
Thailand,Southern Asia,sheep,Meat,187.2,0,maize,Current,4
Timor-Leste,Southern Asia,sheep,Meat,39.75,0,maize,Current,4
Togo,Western Africa,sheep,Meat,3050.88,0,maize,Current,4
Tokelau,Island nation,sheep,Meat,0,0,maize,Current,4
Tonga,Island nation,sheep,Meat,0,0,maize,Current,4
Trinidad and Tobago,Caribbean,sheep,Meat,297.44,0,maize,Current,4
Tunisia,Northern Africa,sheep,Meat,57559.25,0,maize,Current,4
Turkey,Middle East,sheep,Meat,117549.83,0,maize,Current,4
Turkmenistan,East Europe and CIS,sheep,Meat,2285.02,0,maize,Current,4
Tuvalu,Island nation,sheep,Meat,0,0,maize,Current,4
Uganda,Eastern Africa,sheep,Meat,1309.75,0,maize,Current,4
Ukraine,East Europe and CIS,sheep,Meat,31881.15,0,maize,Current,4
United Arab Emirates,Middle East,sheep,Meat,15367.08,0,maize,Current,4
United Republic of Tanzania,Eastern Africa,sheep,Meat,6101.92,0,maize,Current,4
United States Virgin Islands,Caribbean,sheep,Meat,19.44,0,maize,Current,4
Uruguay,South America,sheep,Meat,3585.96,0,maize,Current,4
Uzbekistan,East Europe and CIS,sheep,Meat,3876.68,0,maize,Current,4
Vanuatu,Island nation,sheep,Meat,0,0,maize,Current,4
Venezuela (Bolivarian Republic of),South America,sheep,Meat,2382.66,0,maize,Current,4
Viet Nam,Southern Asia,sheep,Meat,0,0,maize,Current,4
Wallis and Futuna Islands,Island nation,sheep,Meat,0,0,maize,Current,4
Western Sahara,Northern Africa,sheep,Meat,80,0,maize,Current,4
Yemen,Middle East,sheep,Meat,11544.4,0,maize,Current,4
Zambia,Eastern Africa,sheep,Meat,276.45,0,maize,Current,4
Zimbabwe,Eastern Africa,sheep,Meat,32.11,0,maize,Current,4
Albania,Europe,sheep,Meat,1603.35,0,soy,Current,4
Australia,Australia,sheep,Meat,163742.1,0,soy,Current,4
Austria,Europe,sheep,Meat,6601.5,0,soy,Current,4
Belgium,Europe,sheep,Meat,2329,0,soy,Current,4
Bermuda,USA,sheep,Meat,0,0,soy,Current,4
Bosnia and Herzegovina,Europe,sheep,Meat,923.49,0,soy,Current,4
Bulgaria,Europe,sheep,Meat,5377.75,0,soy,Current,4
Canada,Canada,sheep,Meat,16180.78,0,soy,Current,4
Croatia,Europe,sheep,Meat,2985.55,0,soy,Current,4
Czechia,Europe,sheep,Meat,6031.68,0,soy,Current,4
Denmark,Europe,sheep,Meat,1744.4,0,soy,Current,4
Estonia,Europe,sheep,Meat,254.34,0,soy,Current,4
Faroe Islands,Europe,sheep,Meat,450.24,0,soy,Current,4
Finland,Europe,sheep,Meat,517.14,0,soy,Current,4
France,Europe,sheep,Meat,123832.5,0,soy,Current,4
Germany,Europe,sheep,Meat,27495,0,soy,Current,4
Greece,Europe,sheep,Meat,95327.75,0,soy,Current,4
Greenland,Europe,sheep,Meat,289.8,0,soy,Current,4
Hungary,Europe,sheep,Meat,1009.78,0,soy,Current,4
Iceland,Europe,sheep,Meat,6022.2,0,soy,Current,4
Ireland,Europe,sheep,Meat,37324.16,0,soy,Current,4
Italy,Europe,sheep,Meat,44362.88,0,soy,Current,4
Latvia,Europe,sheep,Meat,369.9,0,soy,Current,4
Lithuania,Europe,sheep,Meat,247.52,0,soy,Current,4
Luxembourg,Europe,sheep,Meat,37.37,0,soy,Current,4
Malta,Europe,sheep,Meat,176.79,0,soy,Current,4
Montenegro,Europe,sheep,Meat,62.97,0,soy,Current,4
Netherlands,Europe,sheep,Meat,14998.68,0,soy,Current,4
New Caledonia,Island nation,sheep,Meat,8.19,0,soy,Current,4
New Zealand,New Zealand,sheep,Meat,22245.12,0,soy,Current,4
Norway,Europe,sheep,Meat,13311.2,0,soy,Current,4
Poland,Europe,sheep,Meat,566.37,0,soy,Current,4
Portugal,Europe,sheep,Meat,14133,0,soy,Current,4
Romania,Europe,sheep,Meat,24881.04,0,soy,Current,4
Saint Pierre and Miquelon,Canada,sheep,Meat,0,0,soy,Current,4
Serbia,Europe,sheep,Meat,16367.4,0,soy,Current,4
Slovakia,Europe,sheep,Meat,842.14,0,soy,Current,4
Slovenia,Europe,sheep,Meat,983.83,0,soy,Current,4
Spain,Europe,sheep,Meat,146409.76,0,soy,Current,4
Sweden,Europe,sheep,Meat,3572.64,0,soy,Current,4
Switzerland,Europe,sheep,Meat,4085.76,0,soy,Current,4
The former Yugoslav Republic of Macedonia,Europe,sheep,Meat,2301.6,0,soy,Current,4
United Kingdom,Europe,sheep,Meat,287404.11,0,soy,Current,4
United States of America,USA,sheep,Meat,107304.75,0,soy,Current,4
Afghanistan,Middle East,sheep,Meat,0,0,soy,Current,4
Algeria,Northern Africa,sheep,Meat,281558.94,0,soy,Current,4
American Samoa,Island nation,sheep,Meat,0,0,soy,Current,4
Angola,Central Africa,sheep,Meat,0,0,soy,Current,4
Antigua and Barbuda,Caribbean,sheep,Meat,0,0,soy,Current,4
Argentina,South America,sheep,Meat,48670.7,0,soy,Current,4
Armenia,East Europe and CIS,sheep,Meat,676.9,0,soy,Current,4
Azerbaijan,Middle East,sheep,Meat,6924.61,0,soy,Current,4
Bahamas,Caribbean,sheep,Meat,0,0,soy,Current,4
Bahrain,Middle East,sheep,Meat,10014.2,0,soy,Current,4
Bangladesh,Middle East,sheep,Meat,270.75,0,soy,Current,4
Barbados,Caribbean,sheep,Meat,183.6,0,soy,Current,4
Belarus,East Europe and CIS,sheep,Meat,281.35,0,soy,Current,4
Belize,Central America,sheep,Meat,27.06,0,soy,Current,4
Benin,Western Africa,sheep,Meat,264.72,0,soy,Current,4
Bhutan,Middle East,sheep,Meat,53.36,0,soy,Current,4
Bolivia (Plurinational State of),South America,sheep,Meat,4819.25,0,soy,Current,4
Botswana,Southern Africa,sheep,Meat,137.97,0,soy,Current,4
Brazil,South America,sheep,Meat,59069.7,0,soy,Current,4
British Virgin Islands,Caribbean,sheep,Meat,33.93,0,soy,Current,4
Brunei Darussalam,Southern Asia,sheep,Meat,1.68,0,soy,Current,4
Burkina Faso,Western Africa,sheep,Meat,0,0,soy,Current,4
Burundi,Eastern Africa,sheep,Meat,155.28,0,soy,Current,4
Cote d'Ivoire,Western Africa,sheep,Meat,184.48,0,soy,Current,4
Cabo Verde,Western Africa,sheep,Meat,6.6,0,soy,Current,4
Cambodia,Southern Asia,sheep,Meat,0,0,soy,Current,4
Cameroon,Central Africa,sheep,Meat,1645.2,0,soy,Current,4
Central African Republic,Central Africa,sheep,Meat,0,0,soy,Current,4
Chad,Central Africa,sheep,Meat,0,0,soy,Current,4
Chile,South America,sheep,Meat,4118.1,0,soy,Current,4
"China, Hong Kong SAR",Eastern Asia,sheep,Meat,0,0,soy,Current,4
"China, Macao SAR",Eastern Asia,sheep,Meat,0,0,soy,Current,4
"China, mainland",China,sheep,Meat,1475734.59,0,soy,Current,4
"China, Taiwan Province of",China,sheep,Meat,0,0,soy,Current,4
Colombia,South America,sheep,Meat,1718.64,0,soy,Current,4
Comoros,Eastern Africa,sheep,Meat,11.64,0,soy,Current,4
Congo,Central Africa,sheep,Meat,117,0,soy,Current,4
Cook Islands,Island nation,sheep,Meat,0,0,soy,Current,4
Costa Rica,Central America,sheep,Meat,8.74,0,soy,Current,4
Cuba,Caribbean,sheep,Meat,9332.95,0,soy,Current,4
Cyprus,Western Asia,sheep,Meat,3577.88,0,soy,Current,4
Democratic People's Republic of Korea,Eastern Asia,sheep,Meat,972,0,soy,Current,4
Democratic Republic of the Congo,Central Africa,sheep,Meat,241.6,0,soy,Current,4
Djibouti,Eastern Africa,sheep,Meat,280.68,0,soy,Current,4
Dominica,Caribbean,sheep,Meat,0,0,soy,Current,4
Dominican Republic,Caribbean,sheep,Meat,820.4,0,soy,Current,4
Ecuador,South America,sheep,Meat,4210.08,0,soy,Current,4
Egypt,Northern Africa,sheep,Meat,92833.92,0,soy,Current,4
El Salvador,Central America,sheep,Meat,23.65,0,soy,Current,4
Equatorial Guinea,Central Africa,sheep,Meat,8.48,0,soy,Current,4
Eritrea,Eastern Africa,sheep,Meat,819.48,0,soy,Current,4
Ethiopia,Eastern Africa,sheep,Meat,0,0,soy,Current,4
Falkland Islands (Malvinas),South America,sheep,Meat,594.24,0,soy,Current,4
Fiji,Island nation,sheep,Meat,8.28,0,soy,Current,4
French Guiana,South America,sheep,Meat,2.4,0,soy,Current,4
French Polynesia,Island nation,sheep,Meat,1.2,0,soy,Current,4
Gabon,Central Africa,sheep,Meat,193.68,0,soy,Current,4
Gambia,Western Africa,sheep,Meat,0,0,soy,Current,4
Georgia,Western Asia,sheep,Meat,180.5,0,soy,Current,4
Ghana,Western Africa,sheep,Meat,0,0,soy,Current,4
Grenada,Caribbean,sheep,Meat,41.25,0,soy,Current,4
Guadeloupe,Caribbean,sheep,Meat,33.35,0,soy,Current,4
Guam,Island nation,sheep,Meat,0,0,soy,Current,4
Guatemala,Central America,sheep,Meat,1653.9,0,soy,Current,4
Guinea,Western Africa,sheep,Meat,0,0,soy,Current,4
Guinea-Bissau,Western Africa,sheep,Meat,0,0,soy,Current,4
Guyana,South America,sheep,Meat,291.04,0,soy,Current,4
Haiti,Caribbean,sheep,Meat,0,0,soy,Current,4
Honduras,Central America,sheep,Meat,51,0,soy,Current,4
India,Southern Asia,sheep,Meat,46463.31,0,soy,Current,4
Indonesia,Southern Asia,sheep,Meat,53606.34,0,soy,Current,4
Iran (Islamic Republic of),Middle East,sheep,Meat,76780.14,0,soy,Current,4
Iraq,Middle East,sheep,Meat,1823.79,0,soy,Current,4
Israel,Middle East,sheep,Meat,7119.28,0,soy,Current,4
Jamaica,Caribbean,sheep,Meat,29.68,0,soy,Current,4
Japan,Eastern Asia,sheep,Meat,226.17,0,soy,Current,4
Jordan,Western Asia,sheep,Meat,22279.68,0,soy,Current,4
Kazakhstan,East Europe and CIS,sheep,Meat,14256.13,0,soy,Current,4
Kenya,Eastern Africa,sheep,Meat,1765,0,soy,Current,4
Kiribati,Island nation,sheep,Meat,0,0,soy,Current,4
Kuwait,Western Asia,sheep,Meat,16697.1,0,soy,Current,4
Kyrgyzstan,East Europe and CIS,sheep,Meat,658.86,0,soy,Current,4
Lao People's Democratic Republic,Southern Asia,sheep,Meat,0,0,soy,Current,4
Lebanon,Middle East,sheep,Meat,7274.2,0,soy,Current,4
Lesotho,Southern Africa,sheep,Meat,0,0,soy,Current,4
Liberia,Western Africa,sheep,Meat,26.79,0,soy,Current,4
Libya,Northern Africa,sheep,Meat,20375.18,0,soy,Current,4
Madagascar,Eastern Africa,sheep,Meat,0,0,soy,Current,4
Malawi,Eastern Africa,sheep,Meat,223.65,0,soy,Current,4
Malaysia,Southern Asia,sheep,Meat,494.12,0,soy,Current,4
Mali,Western Africa,sheep,Meat,0,0,soy,Current,4
Martinique,Caribbean,sheep,Meat,26.39,0,soy,Current,4
Mauritania,Western Africa,sheep,Meat,0,0,soy,Current,4
Mauritius,Eastern Africa,sheep,Meat,79.2,0,soy,Current,4
Mexico,Central America,sheep,Meat,37212.42,0,soy,Current,4
Micronesia (Federated States of),Island nation,sheep,Meat,0,0,soy,Current,4
Mongolia,Eastern Asia,sheep,Meat,0,0,soy,Current,4
Montserrat,Caribbean,sheep,Meat,11.6,0,soy,Current,4
Morocco,Northern Africa,sheep,Meat,41078.88,0,soy,Current,4
Mozambique,Eastern Africa,sheep,Meat,254.16,0,soy,Current,4
Myanmar,Southern Asia,sheep,Meat,490.2,0,soy,Current,4
Namibia,Southern Africa,sheep,Meat,277.36,0,soy,Current,4
Nauru,Island nation,sheep,Meat,0,0,soy,Current,4
Nepal,Southern Asia,sheep,Meat,1005.04,0,soy,Current,4
Nicaragua,Central America,sheep,Meat,4.07,0,soy,Current,4
Niger,Western Africa,sheep,Meat,0,0,soy,Current,4
Nigeria,Western Africa,sheep,Meat,5547.09,0,soy,Current,4
Niue,Island nation,sheep,Meat,0,0,soy,Current,4
Occupied Palestinian Territory,Middle East,sheep,Meat,7379.78,0,soy,Current,4
Oman,Middle East,sheep,Meat,10942.9,0,soy,Current,4
Pakistan,Middle East,sheep,Meat,12532.56,0,soy,Current,4
Panama,Central America,sheep,Meat,0,0,soy,Current,4
Papua New Guinea,Island nation,sheep,Meat,3.78,0,soy,Current,4
Paraguay,South America,sheep,Meat,6686.16,0,soy,Current,4
Peru,South America,sheep,Meat,24003.45,0,soy,Current,4
Philippines,Southern Asia,sheep,Meat,101.6,0,soy,Current,4
Puerto Rico,Central America,sheep,Meat,9.3,0,soy,Current,4
Qatar,Middle East,sheep,Meat,5337.84,0,soy,Current,4
R'union,Eastern Africa,sheep,Meat,0.96,0,soy,Current,4
Republic of Korea,Eastern Asia,sheep,Meat,18.48,0,soy,Current,4
Republic of Moldova,East Europe and CIS,sheep,Meat,442.26,0,soy,Current,4
Russian Federation,East Europe and CIS,sheep,Meat,46929.78,0,soy,Current,4
Rwanda,Eastern Africa,sheep,Meat,0,0,soy,Current,4
Saint Kitts and Nevis,Central America,sheep,Meat,0,0,soy,Current,4
Saint Lucia,Central America,sheep,Meat,0,0,soy,Current,4
Saint Vincent and the Grenadines,Caribbean,sheep,Meat,0,0,soy,Current,4
Samoa,Island nation,sheep,Meat,0,0,soy,Current,4
Sao Tome and Principe,Central Africa,sheep,Meat,0,0,soy,Current,4
Saudi Arabia,Middle East,sheep,Meat,109595.6,0,soy,Current,4
Senegal,Western Africa,sheep,Meat,0,0,soy,Current,4
Seychelles,Eastern Africa,sheep,Meat,0,0,soy,Current,4
Sierra Leone,Western Africa,sheep,Meat,0,0,soy,Current,4
Singapore,Southern Asia,sheep,Meat,12.39,0,soy,Current,4
Solomon Islands,Island nation,sheep,Meat,0,0,soy,Current,4
Somalia,Eastern Africa,sheep,Meat,5736.24,0,soy,Current,4
South Africa,Southern Africa,sheep,Meat,54367.92,0,soy,Current,4
South Sudan,Eastern Africa,sheep,Meat,14245.92,0,soy,Current,4
Sri Lanka,Southern Asia,sheep,Meat,69.44,0,soy,Current,4
Sudan,Northern Africa,sheep,Meat,0,0,soy,Current,4
Suriname,South America,sheep,Meat,8.6,0,soy,Current,4
Swaziland,Southern Africa,sheep,Meat,33.18,0,soy,Current,4
Syrian Arab Republic,Middle East,sheep,Meat,97194.32,0,soy,Current,4
Tajikistan,East Europe and CIS,sheep,Meat,713.01,0,soy,Current,4
Thailand,Southern Asia,sheep,Meat,176.96,0,soy,Current,4
Timor-Leste,Southern Asia,sheep,Meat,0,0,soy,Current,4
Togo,Western Africa,sheep,Meat,0,0,soy,Current,4
Tokelau,Island nation,sheep,Meat,0,0,soy,Current,4
Tonga,Island nation,sheep,Meat,0,0,soy,Current,4
Trinidad and Tobago,Caribbean,sheep,Meat,116.28,0,soy,Current,4
Tunisia,Northern Africa,sheep,Meat,25744.72,0,soy,Current,4
Turkey,Middle East,sheep,Meat,102697.47,0,soy,Current,4
Turkmenistan,East Europe and CIS,sheep,Meat,0,0,soy,Current,4
Tuvalu,Island nation,sheep,Meat,0,0,soy,Current,4
Uganda,Eastern Africa,sheep,Meat,100.02,0,soy,Current,4
Ukraine,East Europe and CIS,sheep,Meat,2790.4,0,soy,Current,4
United Arab Emirates,Middle East,sheep,Meat,17266.38,0,soy,Current,4
United Republic of Tanzania,Eastern Africa,sheep,Meat,0,0,soy,Current,4
United States Virgin Islands,Caribbean,sheep,Meat,6.67,0,soy,Current,4
Uruguay,South America,sheep,Meat,8313,0,soy,Current,4
Uzbekistan,East Europe and CIS,sheep,Meat,0,0,soy,Current,4
Vanuatu,Island nation,sheep,Meat,0,0,soy,Current,4
Venezuela (Bolivarian Republic of),South America,sheep,Meat,3104.6,0,soy,Current,4
Viet Nam,Southern Asia,sheep,Meat,0,0,soy,Current,4
Wallis and Futuna Islands,Island nation,sheep,Meat,0,0,soy,Current,4
Western Sahara,Northern Africa,sheep,Meat,46.55,0,soy,Current,4
Yemen,Middle East,sheep,Meat,13507.86,0,soy,Current,4
Zambia,Eastern Africa,sheep,Meat,18.54,0,soy,Current,4
Zimbabwe,Eastern Africa,sheep,Meat,131.88,0,soy,Current,4
Albania,Europe,sheep,Meat,0,0,rapeseed,Current,4
Australia,Australia,sheep,Meat,0,0,rapeseed,Current,4
Austria,Europe,sheep,Meat,0,0,rapeseed,Current,4
Belgium,Europe,sheep,Meat,0,0,rapeseed,Current,4
Bermuda,USA,sheep,Meat,0,0,rapeseed,Current,4
Bosnia and Herzegovina,Europe,sheep,Meat,0,0,rapeseed,Current,4
Bulgaria,Europe,sheep,Meat,0,0,rapeseed,Current,4
Canada,Canada,sheep,Meat,0,0,rapeseed,Current,4
Croatia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Czechia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Denmark,Europe,sheep,Meat,0,0,rapeseed,Current,4
Estonia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Faroe Islands,Europe,sheep,Meat,0,0,rapeseed,Current,4
Finland,Europe,sheep,Meat,0,0,rapeseed,Current,4
France,Europe,sheep,Meat,0,0,rapeseed,Current,4
Germany,Europe,sheep,Meat,0,0,rapeseed,Current,4
Greece,Europe,sheep,Meat,0,0,rapeseed,Current,4
Greenland,Europe,sheep,Meat,0,0,rapeseed,Current,4
Hungary,Europe,sheep,Meat,0,0,rapeseed,Current,4
Iceland,Europe,sheep,Meat,0,0,rapeseed,Current,4
Ireland,Europe,sheep,Meat,0,0,rapeseed,Current,4
Italy,Europe,sheep,Meat,0,0,rapeseed,Current,4
Latvia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Lithuania,Europe,sheep,Meat,0,0,rapeseed,Current,4
Luxembourg,Europe,sheep,Meat,0,0,rapeseed,Current,4
Malta,Europe,sheep,Meat,0,0,rapeseed,Current,4
Montenegro,Europe,sheep,Meat,0,0,rapeseed,Current,4
